Facility Id,Facility Name,FRS Id,City,State,Zip Code,Latest Reporting Year,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Is_Direct_Emitter,Is_Supplier,Basin,State where Emissions Occur,Does the facility employ continuous emissions monitoring? ,Parent Company,Parent Ownership %
1001607,A B Paterson,110001245162.0,NEW ORLEANS,LA,70126,2010,5400 DWYER RD,Orleans,30.0158,-90.0258,221112.0,D,Power Plants,True,False,,,,Entergy Corporation,100.0
1001221,AES Thames,110000316015.0,UNCASVILLE,CT,6382,2010,141 DEPOT ROAD,New London,41.4282,-72.1005,221112.0,C,Power Plants,True,False,,,,AES Corporation,100.0
1008008,"AES Western Power, LLC",110001867551.0,PASADENA,TX,77506,2010,901 LIGHT COMAPNY ROAD,Harris,29.7239,-95.2258,221112.0,D,Power Plants,True,False,,,,The AES Corporation,100.0
1002122,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",110038091356.0,MARTINEZ,CA,94553,2010,,CONTRA COSTA,38.026667,-122.067222,325120.0,P,Chemicals,True,False,,,,"Air Products and Chemicals, Inc.",100.0
1003010,AIR PRODUCTS CHEMICALS INC,110043813246.0,GEISMAR,LA,70734,2010,36637 HWY 30,ASCENSION,30.20578,-90.99383,325120.0,P,Chemicals,True,False,,,,"Air Products and Chemicals, Inc.",100.0
1005862,ALLEGANY BALLISTICS LABORATORY,,KEYSER,WV,26726,2010,210 STATE ROUTE 956,MINERAL,39.3972662,-78.9966888,336415.0,C,Other,True,False,,,,Alliant Techsystems Operations LLC,100.0
1001786,Amazon-Congo Compressor Station,,Gillette,WY,82716,2010,,Johnson,44.169,-106.1393,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1007371,BPXA SEAWATER TREATMENT PLANT,110010681707.0,Prudhoe Bay,AK,99734,2010,,NORTH SLOPE BOROUGH,70.412133,-148.531186,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,ExxonMobil Corporation,36.4
1007363,Berry Petroleum - Ethel D,110043804568.0,Maricopa,CA,93252,2010,Kerto Road,,34.7797056,-119.2785638,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,Berry Petroleum Company,100.0
1004979,Berry Petroleum - North Midway,110043808948.0,Fellows,CA,93224,2010,25072 Highway 33,KERN,35.242408,-119.590252,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,Berry Petroleum Company,100.0
1004981,Berry Petroleum - Poso,110043806833.0,Bakersfield,CA,93308,2010,4401 Gretlein Road,KERN,35.554215,-119.058255,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,Berry Petroleum Company,100.0
1000126,Boardman Power Holdings LLC,110012160972.0,BOARDMAN,OR,97818,2010,79585 Rippee Road,Morrow,45.8464,-119.6536,221112.0,D,Power Plants,True,False,,,,Boardman Power Holdings LLC,100.0
1000617,CALPINE MONTEREY COGEN,110001168780.0,WATSONVILLE,CA,95076,2010,831 WALKER STREET  ,SANTA CRUZ COUNTY,36.91192,-121.76775,221112.0,C,Power Plants,True,False,,,,Calpine Corporation,100.0
1000055,CALPINE NEWARK,110008054185.0,NEWARK,NJ,7105,2010,35 BLANCHARD ST.,ESSEX,40.7364,-74.1286,221112.0,D,Power Plants,True,False,,,,Calpine Corporation,100.0
1004719,CHENA POWER PLANT,110070081899.0,FAIRBANKS,AK,99701,2010,1200 1ST AVE,FAIRBANKS NORTH STAR BOROUGH,64.84689,-147.73334,221330.0,C (Abbr),Power Plants,True,False,,,,"Aurora Energy, LLC",100.0
1005267,CHUGACH - BELUGA RIVER POWER PLANT,110070081913.0,ANCHORAGE,AK,99519,2010,"40 MILES WEST OF ANCHORAGE IN BELUGA, AK",ANCHORAGE,61.13999,-149.11,221112.0,C,Power Plants,True,False,,,,"Chugach Electric Association, Inc.",100.0
1001461,Cameo,110070081790.0,PALISADE,CO,81526,2010,4 MI E OF PALISADE ON I 70,Mesa,39.1486,-108.3189,221112.0,"C,D",Power Plants,True,False,,,,"Xcel Energy, Inc.",100.0
1002631,Canyon Station MP-261,,Offshore,LA,0,2010,,,29.3308,-88.1019,213112.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Williams Partners L.P.,100.0
1000760,Charles Poletti,110000323230.0,ASTORIA,NY,11105,2010,31-03 20TH AVENUE,Queens,40.7903,-73.9111,221112.0,D,Power Plants,True,False,,,,New York Power Authority,100.0
1004722,ConocoPhillips Alaska Inc - ALP,110056899281.0,Anchorage,AK,99510,2010,"ATO 1220, P.O. Box 100360",NORTH SLOPE,70.344758,-150.924178,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,ConocoPhillips,77.35
1007265,DTE Stockton,110027254986.0,Stockton,CA,95203,2010,2526 W Washington St.,MADERA COUNTY,36.92327,-119.97549,325193.0,C,Other,True,False,,,,Pacific Ethanol Holding Co,80.0
1005829,"DYNO NOBEL, INC. - BATTLE MOUNTAIN PLANT",110000601091.0,BATTLE MOUNTAIN,NV,89820,2010,SIX MILES NORTH AND 2 MILES EAST OF BATTLE MOUNTAI,LANDER COUNTY,40.69,-116.868056,325188.0,"C,V",Chemicals,True,False,,,,"Dyno Nobel, Inc.",100.0
1000303,Darbytown Combustion Turbine,,RICHMOND,VA,23883,2010,6001 FERGUS BLVD,Henrico,37.4978,-77.368,221112.0,D,Power Plants,True,False,,,,DOMINION RESOURCES INC,100.0
1001932,Deer Gulch-Falcon Compressor Station,,Gillette,WY,82716,2010,,Johnson,44.3381,-106.1689,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1001442,"Dynegy South Bay, LLC",110000754979.0,CHULA VISTA,CA,91911,2010,990 BAY BOULEVARD,San Diego,32.6131,-117.0964,221112.0,"C,D",Power Plants,True,False,,,,"Dynegy, Inc.",100.0
1007539,ECO SERVICES DOMINGUEZ,110070081974.0,CARSON,CA,90810,2010,20720 SOUTH WILMINGTON AVENUE,LOS ANGELES,33.843333,-118.232844,325188.0,C (Abbr),Chemicals,True,False,,,,Rhodia Inc.,100.0
1006471,Edgewater (2857),110001617698.0,LORAIN,OH,44052,2010,200 WEST OBERLIN AVE,Lorain,41.47,-82.1853,221112.0,C,Power Plants,True,False,,,,"FirstEnergy Generation, LLC",100.0
1006164,Essroc San Juan,110054620870.0,Dorado,PR,646,2010,"Road PR-2, Km 26.7",SAN JUAN,18.466224,-66.105724,212312.0,"C,H",Minerals,True,False,,,,ESSROC CEMENT CO,100.0
1002783,FLORIDA GAS TRANSMISSION COMPANY - FORT PIERCE,110007080942.0,FT PIERCE,FL,34945,2010,8701 ORANGE AVENUE,ST. LUCIE COUNTY,27.4475,-80.41374,486210.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,FLORIDA GAS TRANSMISSION COMPANY ,100.0
1003701,"FORT RILEY, ARMY",,FORT RILEY,KS,66442,2010,407 PERSHING CT.,GEARY,39.0924703,-96.7815237,928110.0,C (Abbr),Other,True,False,,,,U.S. Government,
1007675,Fletcher-Terhune Compressor Station,,Gillette,WY,82716,2010,,Johnson,43.620087,-106.070632,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1001788,Flying Creek-Bridge Draw Compressor Station,,Gillette,WY,82716,2010,,Johnson,44.2827911190611,-106.158204560014,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1000307,Holcim US Inc,110000825705.0,CATSKILL,NY,12414,2010,6446 ROUTE 9 WEST,Greene,42.1631,-73.9003,327310.0,"C,H",Minerals,True,False,,,,Holcim (US) Inc.,100.0
1007287,Indiana Harbor Coke Company,110043543957.0,East Chicago,IN,46312,2010,3210 Watling St.,LAKE COUNTY,41.65424,-87.44665,324199.0,"C,Q",Metals,True,False,,,,SunCoke Energy,100.0
1006944,JACKSON COUNTY RESOURCE RECOVERY,110028028051.0,JACKSON,MI,49201,2010,1990 E. PARNALL RD.,JACKSON COUNTY,42.29117,-84.38885,562213.0,C (Abbr),Waste,True,False,,,,"Jackson County, Michigan",100.0
1006460,Jaques Compressor Station,110070081947.0,Ignacio,CO,81137,2010,NW SEC 26 T33N R7W,LA PLATA,37.095279,-107.71625,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Samson Resources,100.0
1001793,Luke-Gus Compressor Station,,Gillette,WY,82716,2010,,Johnson,43.9969348539707,-106.164764510868,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1007950,Mad River,110041034662.0,SPRINGFIELD,OH,45504,2010,2341 WEST NATIONAL RD RT 40,Clark,39.9239,-83.8508,221112.0,C,Power Plants,True,False,,,,"FirstEnergy Generation, LLC",100.0
1005456,"NEWTON FALLS PAPER COMPANY, LLC",110037274437.0,NEWTON FALLS,NY,13666,2010,875 CO RTE 60,SAINT LAWRENCE,44.214118,-74.94191,322121.0,C,Pulp and Paper,True,False,,,,,
1004092,NYOFCO SLUDGE PELLETIZATION FACILITY,110004307982.0,BRONX,NY,10474,2010,1108 OAK POINT AVE,BRONX COUNTY,40.809036,-73.893918,325311.0,C,Chemicals,True,False,,,,"Synagro - Central, LLC",60.0
1005908,New Cut Landfill,110028276434.0,Ellicott City,MD,21043,2010,4361 New Cut Road,HOWARD COUNTY,39.25124,-76.79912,562212.0,HH,Waste,True,False,,,,Howard County,100.0
1002914,OWENS BROCKWAY GLASS CONTAINER INC. PLT 17,110000331285.0,CLARION,PA,16214,2010,151 GRAND AVE.,CLARION COUNTY,41.206785,-79.375444,327213.0,"C,N",Minerals,True,False,,,,"Owens-Illinois, Inc.",100.0
1002536,"PIONEER NATURAL RESOURCES, USA - RITA CA",110007240761.0,"COKEDALE, 6.5 MI SW OF",CO,81082,2010,SEC 12 T34S R66W,LAS ANIMAS,37.09901,-104.729713,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,"Pioneer Natural Resources USA, Inc.",100.0
1006498,POA COGEN FAC/SYRACUSE UNIV STEAM STA,110009482274.0,SYRACUSE,NY,13202,2010,520 E TAYLOR ST,ONONDAGA COUNTY,43.0393,-76.143,221122.0,D,Power Plants,True,False,,,,"Project Orange Associates, LLC",100.0
1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,110070081917.0,AGUIRRE,PR,704,2010,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,SALINAS,17.95,-66.23249,221112.0,C,Power Plants,True,False,,,,,
1002106,PRIMA DESHECHA LANDFILL,110070081821.0,SAN JUAN CAPISTRANO,CA,92675,2010,32250 LAPATA AVE,ORANGE,33.516814,-117.620387,562212.0,HH,Waste,True,False,,,,County of Orange,100.0
1001941,Perla-Duke Compressor Station,,Gillette,WY,82716,2010,,Johnson,43.935,-106.0688,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1006880,Plateville Compressor Station,,Brighton,CO,80601,2010,,Weld,40.2235,-104.7196,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,48.0
1007185,R. H. GORSUCH STATION (0684020037),110000850525.0,MARIETTA,OH,45750,2010,STATE ROUTE 7 SOUTH,WASHINGTON,39.3672,-81.5208,221112.0,D,Power Plants,True,False,,,,"American Municipal Power, Inc.",100.0
1007664,SAVANNAH FOODS & INDUSTRIES INC - COLONIAL SUGAR REFINERY,110000448668.0,GRAMERCY,LA,70052,2010,1230 SOUTH FIFTH AVENUE,ST. JAMES PARISH,30.04918,-90.68403,311312.0,C,Other,True,False,,,,Imperial Sugar Co.,100.0
1002135,SCRATCH GRAVEL LANDFILL,110007651184.0,HELENA,MT,59601,2010,FRANKLIN MINE ROAD,LEWIS AND CLARK,47.187494,-112.320002,562212.0,HH,Waste,True,False,,,,"Lewis & Clark County, Montana",100.0
1005904,SMART PAPERS - HAMILTON MILL (1409040212),110000392174.0,HAMILTON,OH,45013,2010,601 NORTH \B\ STREET,BUTLER COUNTY,39.4086,-84.5622,322121.0,C,Pulp and Paper,True,False,,,,"Plainfield Asset Management, LLC",100.0
1000660,Somerset Power LLC,110000311779.0,Princeton,NJ,8540,2010,211 Carnegie Center,,41.737,-71.146,221112.0,"C,D",Power Plants,True,False,,,,"NRG Energy, Inc",100.0
1007656,South Pass 77 A,110043792937.0,Covington,LA,70433,2010,100 Northpark Blvd,SAINT TAMMANY,30.44298,-90.08364,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,Chevron Corporation,66.67
1001058,Stock Island,110070081778.0,STOCK ISLAND,FL,33041,2010,6900 FRONT ST EXTENSION,Monroe,24.5636,-81.7342,221112.0,"C,D",Power Plants,True,False,,,,Florida Municipal Power Agency,100.0
1000639,THE BOEING COMPANY,110070081763.0,AUBURN,WA,98001,2010,700 15TH ST SW,KING,47.339475,-122.266766,336413.0,C,Other,True,False,,,,Boeing Company,100.0
1005066,Thums Long Beach Company,110043812960.0,Long Beach,CA,90802,2010,111 W. Ocean Blvd.  Suite 800,LOS ANGELES COUNTY,33.76715,-118.19327,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,Oxy Long Beach Inc. ,100.0
1002109,US DOE OAK RIDGE NATIONAL LABORATORY,,OAK RIDGE,TN,37830,2010,1 BETHEL VALLEY ROAD,ANDERSON,35.9858908,-84.2805478,541712.0,C (Abbr),Other,True,False,,,,U. S. Department of Energy,100.0
1002563,WHITSON COMPRESSOR STATION,,Wiley,AL,35579,2010,,Tuscaloosa,33.528007,-87.457407,211111.0,C,Petroleum and Natural Gas Systems,True,False,,,,"Exterran Holdins, Inc.",100.0
1001797,Whiskey Draw-Jack Daniels Compressor Station,,Gillette,WY,82716,2010,,Johnson,44.0940663313877,-106.229719317401,211111.0,C (Abbr),Petroleum and Natural Gas Systems,True,False,,,,Anadarko Petroleum Corporation,100.0
1004712,BLUEBELL GAS PLANT,110002272139.0,ROOSEVELT,UT,84066,2010,5000 W 5550 N,DUCHESNE,40.38154,-110.08625,211112.0,NN-FRAC,,False,True,,,,"El Paso Midstream Investment Company, LLC",100.0
1003421,ENCANA OIL AND GAS USA - FORT LUPTON GAS PLANT,110000516512.0,Fort Lupton,CO,80621,2010,16157,WELD,40.145859,-104.749966,211112.0,"C (Abbr),NN-FRAC",,False,True,,,,Encana Oil and Gas (USA) Inc.,100.0
1001977,Fort Lupton Compressor Station,,Brighton,CO,80601,2010,,Weld,40.1434,-104.7515,211111.0,"C (Abbr),NN-FRAC",,False,True,,,,Anadarko Petroleum Corporation,48.0
1006399,KOKOMO Gas,110043973821.0,Merrillville,IN,46410,2010,801 E 86th Avenue,LAKE COUNTY,41.46339,-87.32624,221210.0,NN-LDC,,False,True,,,,NiSource Inc.,100.0
1006400,NIFL Gas,110043971235.0,Merrillville,IN,46410,2010,801 E. 86th Avenue,LAKE COUNTY,41.46339,-87.32624,221210.0,NN-LDC,,False,True,,,,NiSource Inc.,100.0
1012127,"Ninhua Group Co., Ltd",,Ningbo,MP,0,2010,"21 Jiangxia Street, Haishu District",,29.8688,121.5591,424690.0,OO,,False,True,,,,Ninhua Group Co Ltd,100.0
1003900,Northeast Ohio Natural Gas Corp.,110043792768.0,Mentor,OH,44060,2010,"8500 Station Street, Suite 100",LAKE COUNTY,41.67937,-81.33588,221210.0,NN-LDC,,False,True,,,,"Gas Natural, Inc.",100.0
1006380,QUESTAR GAS COMPANY - IDAHO,110043783064.0,SALT LAKE CITY,UT,84101,2010,1140 WEST 200 SOUTH,SALT LAKE COUNTY,40.76497,-111.92439,221210.0,NN-LDC,,False,True,,,,Questar Corportion,100.0
1003896,Southern Ute Indian Tribe Utilities Division,110043813683.0,Ignacio,CO,81137,2010,293 Mouache Circle,LA PLATA,37.13076,-107.63551,221210.0,NN-LDC,,False,True,,,,Southern Ute Indian Tribe Utilities Division,100.0
1002973,"Specialty Gases of America, Inc.",110043795462.0,Toledo,OH,43611,2010,6055 Brent Dr.,LUCAS COUNTY,41.72833,-83.49588,325120.0,OO,,False,True,,,,"Specialty Gases of America, Inc.",100.0
1007329,TORRANCE REFINING COMPANY LLC,110000475263.0,TORRANCE,CA,90504,2010,3700 WEST 190TH STREET,LOS ANGELES,33.854967,-118.336907,324110.0,"C,MM-REF,P,PP,Y",,False,True,,,,EXXON MOBIL CORPORATION,100.0
1004472,AGC FLATGLASS NORTH AMERICA-KINGSPORT PLANT,110042000777.0,KINGSPORT,TN,37662,2011,1450 LINCOLN ST,SULLIVAN,36.53314,-82.54448,327211.0,"C,N",Minerals,True,False,,,,AGC FLAT GLASS NORTH AMERICA,100.0
1005614,AK STEEL CORP ASHLAND WORKS COKE PLANT,110009937738.0,ASHLAND,KY,41101,2011,US HIGHWAY 23 NORTH,BOYD,38.495556,-82.665556,331111.0,"C,Q",Metals,True,False,,,,AK STEEL CORP,100.0
1004231,ALBEMARLE CORP,,ORANGEBURG,SC,29115,2011,725 CANNON BRIDGE ROAD,ORANGEBURG,33.479032,-80.8322428,325199.0,"C,TT","Chemicals,Waste",True,False,,,,ALBEMARLE CORP,100.0
1007566,ARGOS USA -Martinsburg,110070004362.0,MARTINSBURG,WV,25401,2011,1826 SOUTH QUEEN STREET,BERKELEY COUNTY,39.443237,-77.968677,327310.0,"C,H",Minerals,True,False,,,,Essroc Italcementi Group,100.0
1005980,BLUE HERON PAPER COMPANY,110000486723.0,OREGON CITY,OR,97045,2011,419 MAIN STREET,CLACKAMAS,45.354618,-122.612223,322122.0,C,Pulp and Paper,True,False,,,,BLUE HERON PAPER CO,100.0
1001649,BPXA CENTRAL COMPRESSOR PLANT,110070081802.0,Prudhoe Bay,AK,99734,2011,,NORTH SLOPE,70.320033,-148.500179,211111.0,"C,W-PROC",Petroleum and Natural Gas Systems,True,False,,,,EXXONMOBIL CORP,36.4
1006623,Beechfork Mine,110070081953.0,Helton,KY,40840,2011,5444 HWY 421,LESLIE COUNTY,36.982299,-83.400436,212112.0,FF,Other,True,False,,,,James River Coal Company,100.0
1007995,CHEVRON OIL CO @ PERTH AMBOY REFINERY,110000322259.0,PERTH AMBOY,NJ,8861,2011,1200 STATE STREET,MIDDLESEX,40.536971,-74.264946,324110.0,"C,Y",Refineries,True,False,,,,Chevron Corporation,100.0
1007054,COFFIN BUTTE LANDFILL,110004808423.0,CORVALLIS,OR,97330,2011,28972 COFFIN BUTTE ROAD,BENTON,44.6989,-123.2335,562212.0,HH,Waste,True,False,,,,"Republic Services, Inc.",100.0
1005208,COMMONWEALTH PLYWOOD INC,110008069954.0,WHITEHALL,NY,12887,2011,10070 State Route 4,WASHINGTON COUNTY,43.547,-73.384,321211.0,C,Other,True,False,,,,"COMMONWEALTH PLYWOOD CO, LTD",100.0
1002288,EVRAZ STRATCOR INC,110000451369.0,HOT SPRINGS,AR,71901,2011,4285 MALVERN ROAD,GARLAND COUNTY,34.463889,-92.944167,331492.0,C,Metals,True,False,,,,STRATEGIC MINERALS CORP,100.0
1003763,Freeport-McMoRan Chino Mines Co.,110054620497.0,Vanadium,NM,88023,2011,99 Santa Rita Mine Road,GRANT,32.80501,-108.08568,212234.0,C,Other,True,False,,,,Freeport-McMoRan Copper and Gold,100.0
1006072,G F Weaton,110064089506.0,Monaca,PA,15061,2011,300 Frankfort Road,BEAVER COUNTY,40.6672,-80.3465,221112.0,C,Power Plants,True,False,,,,HORSEHEAD HOLDING CORP,100.0
1000602,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",110070081762.0,WEST MONROE,LA,71292,2011,1000 JONESBORO RD HWY 34,OUACHITA,32.486859,-92.151686,322130.0,"AA,C",Pulp and Paper,True,False,,,,Graphic Packaging Holding Company,100.0
1005013,Gas Transmission Northwest Pipeline Bend CS#12,110007739297.0,BEND,OR,97701,2011,55640 S. Highway 97,DESCHUTES COUNTY,43.821376,-121.422827,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,True,False,,,,TransCanada American Investments Ltd.,100.0
1006422,Geneva Energy LLC,110001365086.0,Ford Heights,IL,60411,2011,1705 Cottage Grove,COOK,41.5001,-87.5958,221112.0,C,Power Plants,True,False,,,,"Geneva Energy, LLC",100.0
1001876,HEADQUARTERS XVIII ABN CORPS AND FORT BRAGG,110043788997.0,FORT BRAGG,NC,28310,2011,"2175 REILLY ROAD, STOP A",CUMBERLAND COUNTY,35.152115,-78.998907,928110.0,C,Other,True,False,,,,US GOVERNMENT,
1007788,John S. Cooper,110013870944.0,SOMERSET,KY,42501,2011,7130 HIGHWAY 1247,Pulaski,37.0,-84.5917,221112.0,"C,D",Power Plants,True,False,,,,East Kentucky Power Cooperative,100.0
1005094,KANEKA TEXAS Corporation,110000462918.0,PASADENA,TX,77507,2011,6161 UNDERWOOD RD.,HARRIS,29.621648,-95.085129,325211.0,C,Other,True,False,,,,KANEKA TEXAS CORP,100.0
1000903,Liberty Packing,110040957694.0,Los Banos,CA,93635,2011,12045 S Ingomar Grade Road,MERCED COUNTY,37.11465,-120.94311,311421.0,C,Other,True,False,,,,THE MORNING STAR CO,100.0
1008986,Maverick Tube Corporation,110000598005.0,Blytheville,AR,72315,2011,4950 N. CR 967,MISSISSIPPI COUNTY,35.934288,-89.758328,331210.0,C,Metals,True,False,,,,MAVERICK TUBE CORP,100.0
1003635,Mid America Packaging,110000450761.0,Pine Bluff,AR,71612,2011,3501 Jefferson Parkway,JEFFERSON,34.268566,-92.041365,322224.0,C,Pulp and Paper,True,False,,,,GRAPHIC PACKAGING INTERNATIONAL INC,87.0
1006470,NABORS SANITATION LANDFILL,110043786105.0,THREE BROTHERS,AR,72653,2011,1320 RLH ROAD,BAXTER COUNTY,36.338732,-92.375797,562212.0,"C,HH",Waste,True,False,,,,OZARK MOUNTAIN SOLID WASTE DISTRICT,100.0
1000100,"New Harquahala Generating Company, LLC",110043810132.0,TONOPAH,AZ,85354,2011,2530 NORTH 491 AVE,Maricopa,33.4759,-113.1133,221112.0,D,Power Plants,True,False,,,,MACHGEN LLC,100.0
1004658,OREGON STATE UNIVERSITY,110070081897.0,CORVALLIS,OR,97331,2011,100 Oak Creek Building,BENTON,44.564272,-123.278594,611310.0,C,Other,True,False,,,,Oregon State Board of Higher Education,100.0
1007262,PACIFIC ETHANOL STOCKTON LLC,110038367022.0,STOCKTON,CA,95206,2011,3028 NAVY DRIVE,SAN JOAQUIN COUNTY,37.942858,-121.335361,325193.0,C,Other,True,False,,,,New PE HOLD CO LLC,100.0
1003849,"PILKINGTON NORTH AMERICA, INC.",110000710231.0,LAURINBURG,NC,28352,2011,13121 ROCKY FORD RD.,SCOTLAND,34.74942,-79.394945,327211.0,"C,N",Minerals,True,False,,,,"Pilkington North America, Inc.",100.0
1005325,Paradox Upstream LLC - Andy Mesa CS,110043814931.0,San Miguel County,CO,81422,2011,,SAN MIGUEL,38.0455,-108.6377,211111.0,"C,W-PROC",Petroleum and Natural Gas Systems,True,False,,,,Patara Oil & Gas LLC ,100.0
1008574,Paradox Upstream LLC - Hamilton Creek CS,,San Miguel County,CO,81431,2011,,San Miguel,38.1113,-108.4695,211111.0,"C,W-PROC",Petroleum and Natural Gas Systems,True,False,,,,Patara Oil & Gas LLC ,100.0
1005560,Pentagon,110043793856.0,Washington DC,DC,20301,2011,1155 Defense Pentagon,DISTRICT OF COLUMBIA,38.888699,-77.013298,928110.0,C,Other,True,False,,,,US GOVERNMENT,
1001484,Port Everglades,110000363847.0,FORT LAUDERDALE,FL,33316,2011,8100 EISENHOWER BOULEVARD,Broward,26.0856,-80.1253,221112.0,"C,D",Power Plants,True,False,,,,FLORIDA POWER & LIGHT CO,100.0
1005546,RAHR MALTING CO - SHAKOPEE,110000497445.0,SHAKOPEE,MN,55379,2011,800 WEST 1ST AVENUE,SCOTT COUNTY,44.79717,-93.53844,311213.0,C,Other,True,False,,,,,
1006756,RG STEEL - YORKVILLE PLANT,110055064362.0,YORKVILLE,OH,43971,2011,219 PUBLIC ROAD,JEFFERSON,40.1619,-80.7025,331221.0,C,Metals,True,False,,,,"RG Steel-Wheeling, LLC",100.0
1000553,RG Steel Sparrows Point LLC,110035428551.0,SPARROWS POINT,MD,21219,2011,1430 SPARROWS POINT BOULEVARD,Baltimore,39.2135,-76.4727,331111.0,"C,Q",Metals,True,False,,,,RG Steel LLC,100.0
1000177,"RG Steel, LLC",110000389847.0,WARREN,OH,44482,2011,1040 PINE AVE SE,Trumbull,41.2119,-80.8176,331111.0,"C,Q",Metals,True,False,,,,"RG Steel, LLC",100.0
1003592,"RICHFIELD LANDFILL, INC.",110031168983.0,DAVISON,MI,48423,2011,11417 EAST MT. MORRIS RD.,GENESEE,43.125953,-83.494087,562212.0,HH,Waste,True,False,,,,Richfield Landfill Inc,100.0
1006215,SAN MARCOS LANDFILL,110043806165.0,SAN MARCOS,CA,92069,2011,1595 SAN ELIJO ROAD,SAN DIEGO,33.097122,-117.200478,562212.0,HH,Waste,True,False,,,,San Diego County Department of Public Works,100.0
1005711,TDX NORTH SLOPE GEN/NORTH SLOPE GENERATI,110043972010.0,ANCHORAGE,AK,99518,2011,615 E. 82nd Avenue Suite 200,ANCHORAGE MUNICIPALITY,61.14614,-149.87124,221112.0,C,Power Plants,True,False,,,,Tanadgusix Corporation,100.0
1007598,Tradinghouse,110006621307.0,WACO,TX,76705,2011,1868 LAKE FELTON PKWY,Mclennan,31.5733,-96.9642,221112.0,"C,D",Power Plants,True,False,,,,Luminant Generation Company,100.0
1000948,Valley (TXU),110037841681.0,SAVOY,TX,75479,2011,1040 CR 1225,Fannin,33.6281,-96.3678,221112.0,D,Power Plants,True,False,,,,Luminant Generation Company LLC,100.0
1005091,WASHINGTON STATE UNIVERSITY,110069998639.0,PULLMAN,WA,99164,2011,2660 GRIMES WAY,WHITMAN COUNTY,46.72964,-117.1523,611310.0,C,Other,True,False,,,,STATE OF WASHINGTON,100.0
1007400,WATER QUALITY CENTER,110000544233.0,WISCONSIN RAPIDS,WI,54495,2011,2811 FIFTH AVE N,WOOD,44.42328,-89.831663,322121.0,"C,TT","Pulp and Paper,Waste",True,False,,,,NewPage Holding Corporation   ,100.0
1003213,"WISE ALLOYS, LLC - Alabama Reclamation Plant",110000367745.0,MUSCLE SHOALS,AL,35661,2011,1009 FORD ROAD,COLBERT,34.766792,-87.601169,331314.0,C,Metals,True,False,,,,WISE METALS GROUP,100.0
1006154,Waterloo Compressor Station,110036263593.0,Waterloo,IA,50701,2011,1508 East Schrock Road,BLACK HAWK,42.399463,-92.327859,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,True,False,,,,NORTHERN NATURAL GAS CO,100.0
1008221,Apache Corp. Central - E. Texas Basin 260,110022327338.0,Tulsa,OK,74136,2011,6120 South Yale #1500,TULSA COUNTY,36.073218,-95.922258,211111.0,W-ONSH,,True,False,260 - East Texas Basin,,,APACHE CORP,100.0
1008440,Appalachian Facility,110055513387.0,Charleston,WV,25301,2011,"300 Capitol Street, Suite 200",KANAWHA,38.35082,-81.63328,211111.0,W-ONSH,,True,False,160 - Appalachian Basin,,,Penn Virginia Corporation,100.0
1009313,"Chesapeake Operating LLC, 430 - Permian Basin",,Oklahoma City,OK,73118,2011,6100 N. Western Avenue,,35.5220651,-97.5301397,211111.0,W-ONSH,,True,False,430 - Permian Basin,,,CHESAPEAKE ENERGY CORP,100.0
1009435,"Coleman Oil & Gas, Inc. 022 San Juan Basin Province",110055516785.0,Farmington,NM,87402,2011,6540 East Main,,36.7914962,-108.1310083,211111.0,W-ONSH,,True,False,580 - San Juan Basin,,,"Coleman Oil and Gas, Inc.",100.0
